platform,page_url,image_url,file,alt,bytes,status
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/3561/Glan_Aber_Bar.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/CRW_0397.gif,official-website/CRW_0397-833d294054.gif,GGA Bar Lounge Alt,63966,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/3561/Glan_Aber_Bar.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/GGA_Bar_.gif,official-website/GGA_Bar_-6e709452c3.gif,GGA BAR,65288,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/3561/Glan_Aber_Bar.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/aberadmin/CRW_0406.gif,official-website/CRW_0406-6abcedc1b6.gif,GGA Bar Lounge Low View,63752,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/14411/Ty_Gwyn_Inn_and_Restaurant.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/Lounge_in_the_Ty_Gwyn_Inn.jpg,official-website/Lounge_in_the_Ty_Gwyn_Inn-8116178ee0.jpg,Lounge in the Ty Gwyn Inn.jpg,110443,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/14411/Ty_Gwyn_Inn_and_Restaurant.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/ty_gwyn_Inn_bar.jpg,official-website/ty_gwyn_Inn_bar-8079f2ad68.jpg,ty gwyn Inn bar.jpg,30233,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/98/Bridge_Restaurant_and_Bar_1815.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/Lowri/Terrace_and_hotel_front.jpg,official-website/Terrace_and_hotel_front-8a8336c546.jpg,Hotel Front,25413,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/98/Bridge_Restaurant_and_Bar_1815.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/Lowri/waterloo_feat_bridgerestaurant.jpg,official-website/waterloo_feat_bridgerestaurant-b1f8cff83d.jpg,waterloo feat-bridgerestaurant.jpg,26778,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/98/Bridge_Restaurant_and_Bar_1815.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/Lowri/Bar_Image.jpg,official-website/Bar_Image-91fe5fe970.jpg,Bar,33578,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/The_Royal_Oak_Hotel_radjusted2.jpg,official-website/The_Royal_Oak_Hotel_radjusted2-6cebf017c2.jpg,The Royal Oak Hotel radjusted2.jpg,12772,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/DSC_1252.jpg,official-website/DSC_1252-fdc1068b7d.jpg,llugwy,11554,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/puds.jpg,official-website/puds-00ac37c596.jpg,dessert,10446,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/DSC_1264.jpg,official-website/DSC_1264-3390b99915.jpg,river restaurant,12084,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/DSC_0630.jpg,official-website/DSC_0630-83c61e6376.jpg,david cox suite,10799,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/eating/item/1106/Llugwy_River_Restaurant_at_the_Royal_Oak_Hotel.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/royaloak/royalfront.jpg,official-website/royalfront-af26f42890.jpg,royalfront.jpg,23746,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14681/Towns_and_Villages_of_Snowdonia.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/76.A_promise_of_things_to_come.jpg,official-website/76-A_promise_of_things_to_come-959f23ba0e.jpg,76.A promise of things to come.jpg,47670,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14681/Towns_and_Villages_of_Snowdonia.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/PortmeirionSnowdon.jpg,official-website/PortmeirionSnowdon-79451418fd.jpg,PortmeirionSnowdon.jpg,32834,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14681/Towns_and_Villages_of_Snowdonia.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/which_way.jpg,official-website/which_way-58df594691.jpg,which way.jpg,28556,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14681/Towns_and_Villages_of_Snowdonia.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/kevin/DolbadarnCastle.jpg,official-website/DolbadarnCastle-013c460b5b.jpg,DolbadarnCastle.jpg,86477,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/1617/Gardens_of_North_Wales.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/Kevinsshed/Ox_eye.jpg,official-website/Ox_eye-11012f7454.jpg,Ox-eye.jpg,21472,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/1617/Gardens_of_North_Wales.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/Kevinsshed/Fuchsia5.jpg,official-website/Fuchsia5-fbece9f793.jpg,Fuchsia5.jpg,18898,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/1195/Maps_of_Betws_y_Coed.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/mapbetws.gif,official-website/mapbetws-5c9806f6ae.gif,mapbetws.gif,29000,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14671/Mountain_Biking_in_the_Gwydyr_Forest.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/bikers_stopped_for_repair.jpg,official-website/bikers_stopped_for_repair-2666c4f830.jpg,bikers stopped for repair.jpg,53658,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14671/Mountain_Biking_in_the_Gwydyr_Forest.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/gwydyr_forest_biking.jpg,official-website/gwydyr_forest_biking-86666b0e21.jpg,gwydyr forest biking.jpg,55883,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/14671/Mountain_Biking_in_the_Gwydyr_Forest.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/wales_map.gif,official-website/wales_map-be9d1c52c8.gif,wales-map.gif,84661,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/1616/movie_map_north_wales.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/Kevinsshed/movie_map1.jpg,official-website/movie_map1-8319c314a7.jpg,movie map1.jpg,14882,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/feature_pages/item/1067/Swallow_Falls_Betws_y_Coed.html,http://www.snowdonia-bedbreakfast.co.uk/image/upload/BYC5/SwallowFalls2.jpg,official-website/SwallowFalls2-b4e7c3c1ae.jpg,SwallowFalls2.jpg,93938,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=23&,http://www.snowdonia-bedbreakfast.co.uk/image/w5.jpg,official-website/w5-4d4f4ae51a.jpg,We take security seriously at Glenwood Guest House and Self Catering Cottage,14355,duplicate
official-website,https://www.snowdonia-bedbreakfast.co.uk/Activity_Providers/index.html,,,,0,page-error: HTTP Error 404: Not Found
official-website,https://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=38251&,https://www.snowdonia-bedbreakfast.co.uk/image/w2.jpg,official-website/w2-1bef065d0a.jpg,We take security seriously at Beics Betws Mountain Bike Hire,13387,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=5681&,https://www.snowdonia-bedbreakfast.co.uk/image/w6.jpg,official-website/w6-759de691e0.jpg,We take security seriously at Golf Club Betws-y-Coed,13556,duplicate
official-website,https://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=1392&,https://www.snowdonia-bedbreakfast.co.uk/image/w8.jpg,official-website/w8-fe1fec21f8.jpg,We take security seriously at Gwydyr Stables Riding & Trekking Stables,13302,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=33061&,https://www.snowdonia-bedbreakfast.co.uk/image/w9.jpg,official-website/w9-fb5ed7bf26.jpg,We take security seriously at Oaklands Outdoors,13304,duplicate
official-website,https://www.snowdonia-bedbreakfast.co.uk/Attractions/index.html,,,,0,page-error: HTTP Error 404: Not Found
official-website,https://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=61,https://www.snowdonia-bedbreakfast.co.uk/image/w4.jpg,official-website/w4-49ac965e58.jpg,We take security seriously at Bodnant Garden,13524,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=1554,https://www.snowdonia-bedbreakfast.co.uk/image/w7.jpg,official-website/w7-e10c3ee62f.jpg,We take security seriously at Great Orme Tramway,15320,downloaded
official-website,https://www.snowdonia-bedbreakfast.co.uk/Eating/index.html,,,,0,page-error: HTTP Error 404: Not Found
official-website,http://www.snowdonia-bedbreakfast.co.uk/Activity_Providers/index.html,,,,0,page-error: HTTP Error 404: Not Found
official-website,http://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=104&,http://www.snowdonia-bedbreakfast.co.uk/image/w8.jpg,official-website/w8-fe1fec21f8.jpg,We take security seriously at Zip World Fforest,13302,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=5681&,http://www.snowdonia-bedbreakfast.co.uk/image/w2.jpg,official-website/w2-1bef065d0a.jpg,We take security seriously at Golf Club Betws-y-Coed,13387,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=33061&,http://www.snowdonia-bedbreakfast.co.uk/image/w7.jpg,official-website/w7-e10c3ee62f.jpg,We take security seriously at Oaklands Outdoors,15320,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=504&,http://www.snowdonia-bedbreakfast.co.uk/image/w1.jpg,official-website/w1-fb3a579ea4.jpg,We take security seriously at Trefriw Trails,12453,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/Attractions/index.html,,,,0,page-error: HTTP Error 404: Not Found
official-website,http://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=1010,http://www.snowdonia-bedbreakfast.co.uk/image/w4.jpg,official-website/w4-49ac965e58.jpg,We take security seriously at Attractions of North Wales,13524,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/enquiryform.html?i=11361,http://www.snowdonia-bedbreakfast.co.uk/image/w3.jpg,official-website/w3-af67f0c189.jpg,We take security seriously at Betws-y-Coed,13023,duplicate
official-website,http://www.snowdonia-bedbreakfast.co.uk/Eating/index.html,,,,0,page-error: HTTP Error 404: Not Found
